Lp.;Wybór;Nazwa jaskini;Kod;Dł.;Den.;Gł.;Przew.;Zaznacz wszystkieOdznacz wszystkie Exportuj zaznaczone 
1206;;SCHRONISKO MURONKA XI;K.Bs-02. 61 N;2.50;0.00;0.00;0.00;Szczegóły
1207;;SCHRONISKO MUSZE;K.G-01.29;5.00;3.00;3.00;0.00;Szczegóły
1208;;SCHRONISKO NA GRANI;K.Bn-07.37;2.00;0.00;0.00;0.00;Szczegóły
1209;;SCHRONISKO NA MAGIERCE;K.Bn-02.06 X;6.50;3.00;0.00;3.00;Szczegóły
1210;;SCHRONISKO NA MAGIERCE;K.Bn-04.28;6.50;3.00;0.00;3.00;Szczegóły
1211;;SCHRONISKO NA WĄTKOWEJ I;K.Bn-05.10 N;5.00;0.00;0.00;0.00;Szczegóły
1212;;SCHRONISKO NA WĄTKOWEJ II;K.Bn-05.11;2.50;0.00;0.00;0.00;Szczegóły
1213;;SCHRONISKO NA WĄTKOWEJ III;K.Bn-05.12;4.00;1.00;1.00;0.00;Szczegóły
1214;;SCHRONISKO NA WĄTKOWEJ IV (SCHRONISKO ZE ŹRÓDŁEM);K.Bn-05.13;5.00;1.50;0.00;0.00;Szczegóły
1215;;SCHRONISKO NA WĄTKOWEJ V;K.Bn-05.14;4.00;0.00;0.00;0.00;Szczegóły
1216;;SCHRONISKO NA WĄTKOWEJ VI;K.Bn-05.15;3.00;0.00;0.00;0.00;Szczegóły
1217;;SCHRONISKO NA WĄTKOWEJ VII (SCHR. SZCZELINOWE);K.Bn-05.16;2.50;0.00;0.00;0.00;Szczegóły
1218;;SCHRONISKO NA WĄTKOWEJ VIII;K.Bn-05.29;2.50;0.00;0.00;0.00;Szczegóły
1219;;SCHRONISKO NAD CZYRNĄ;K.Bs-03.46;6.00;2.00;2.00;0.00;Szczegóły GPS
1220;;SCHRONISKO NAD DROGĄ KRZYŻOWĄ;K.Bn-07.42;4.80;1.90;1.90;0.00;Szczegóły
1221;;SCHRONISKO NAD GROTĄ;K.Bż-05.35;3.00;0.00;0.00;0.00;Szczegóły
1222;;SCHRONISKO NAD JASTRZĘBIM II (SCHRONISKO W ROWIE);K.Bż-05.49;4.50;0.80;0.00;0.00;Szczegóły
1223;;SCHRONISKO NAD JASTRZĘBIM III;K.Bż-05.50;2.00;1.00;0.00;0.00;Szczegóły
1224;;SCHRONISKO NAD JASTRZĘBIM IV (TUNELIK);K.Bż-05.51;3.50;0.50;0.00;0.00;Szczegóły
1225;;SCHRONISKO NAD JASTRZĘBIM V;K.Bż-05.52;2.50;0.50;0.00;0.00;Szczegóły
1226;;SCHRONISKO NAD KAMIENIOŁOMEM II;K.Bn-02.04;3.00;1.00;1.00;0.00;Szczegóły
1227;;SCHRONISKO NAD NISZĄ;K.G-01.27;8.50;2.50;2.50;0.00;Szczegóły
1228;;SCHRONISKO NAD OKAPEM;K.Pc-02.09;2.00;1.00;1.00;0.00;Szczegóły GPS
1229;;SCHRONISKO NAD SZKIELETEM;K.Bn-02.05;3.00;0.00;0.00;0.00;Szczegóły
1230;;SCHRONISKO NAD ŚCIEŻKĄ;K.Bw-02.20;4.00;0.00;0.00;0.00;Szczegóły GPS
1231;;SCHRONISKO NAD WĄWOZEM;K.Bs-03.58;4.00;0.00;0.00;0.00;Szczegóły GPS
1232;;SCHRONISKO NAD WOJKOWĄ;K.Bsd-04.01;3.00;0.00;0.00;0.00;Szczegóły
1233;;SCHRONISKO NIEPEŁNE;K.Pw-01.07;1.80;0.00;0.00;0.00;Szczegóły
1234;;SCHRONISKO NISKIE;K.Pw-01.11;2.50;0.60;0.60;0.00;Szczegóły
1235;;SCHRONISKO NOWE;K.Pr-02.31;4.00;0.00;0.00;0.00;Szczegóły GPS
1236;;SCHRONISKO NOWE 1 SCHRON NAD TWARDORZECZKĄ;K.Bs-02.96;2.70;0.00;0.00;0.00;Szczegóły GPS
1237;;SCHRONISKO NOWE 2 OKAP NAD TWARDORZECZKĄ;K.Bs-02.97;1.20;0.00;0.00;0.00;Szczegóły GPS
1238;;SCHRONISKO NOWE 3 NAD TWARDORZECZKĄ;K.Bs-02.98;3.50;0.00;0.00;0.00;Szczegóły GPS
1239;;SCHRONISKO NOWE 4 NAD TWARDORZECZKĄ;K.Bs-02.99;2.40;0.00;0.00;0.00;Szczegóły GPS
1240;;SCHRONISKO NOWSZE;K.Pr-02.32;5.00;0.00;0.00;0.00;Szczegóły GPS
1241;;SCHRONISKO ODGRZEBANE;K.Bmk-04.03;2.50;0.00;0.00;0.00;Szczegóły
1242;;SCHRONISKO OMSZAŁE;K.Bw-02.05;6.00;0.00;0.00;0.00;Szczegóły GPS
1243;;SCHRONISKO ORGANISTY;K.Pr-01.46;3.00;0.00;0.00;0.00;Szczegóły
1244;;SCHRONISKO ORZECHOWE;K.Pd-01.02;7.00;0.00;0.00;0.00;Szczegóły
1245;;SCHRONISKO PAJĘCZE;K.Bw-04.06;9.00;3.00;3.00;0.00;Szczegóły GPS
1246;;SCHRONISKO PAPROTNIKÓW;K.Bn-07.44;2.20;0.80;0.80;0.00;Szczegóły
1247;;SCHRONISKO PAŚĆ KRÓLOWEJ;K.Pwl-01.07;1.50;0.00;0.00;0.00;Szczegóły
1248;;SCHRONISKO PIEC;K.Pwl-02.03;2.00;0.00;0.00;0.00;Szczegóły
1249;;SCHRONISKO PŁASKIE;K.Bw-02.25;5.00;0.00;0.00;0.00;Szczegóły GPS
1250;;SCHRONISKO POD AMANTEM;K.Pd-01.03;9.00;3.00;0.00;0.00;Szczegóły
1251;;SCHRONISKO POD BASZTĄ;K.Bsd-02.47 N S;4.00;0.00;0.00;0.00;Szczegóły
1252;;SCHRONISKO POD BLOKIEM SKALNYM W ŁYSINIE;K.Bż-05.61;4.50;0.50;0.00;0.00;Szczegóły
1253;;SCHRONISKO POD CZAPKĄ;K.Pwl-01.03;4.50;0.00;0.00;0.00;Szczegóły
1254;;SCHRONISKO POD DĘBEM;K.Pwl-01.04;7.00;0.00;0.00;0.00;Szczegóły
1255;;SCHRONISKO POD GŁAZEM;K.Bm-02.13;4.50;0.00;0.00;0.00;Szczegóły GPS
1256;;SCHRONISKO POD GŁAZEM;K.Bs-02.63;5.00;3.00;3.00;0.00;Szczegóły GPS
1257;;SCHRONISKO POD GŁAZEM;K.Bs-03. 17;3.00;0.00;0.00;0.00;Szczegóły GPS
1258;;SCHRONISKO POD GÓRNYM RAJSZTAGIEM;K.Bż-05.40;5.00;2.50;2.50;0.00;Szczegóły
1259;;SCHRONISKO POD GRANIĄ;K.Bn-07.18;2.00;1.50;0.00;1.50;Szczegóły
1260;;SCHRONISKO POD GRZEBIENIEM;K.Bw-02.28;3.50;0.00;0.00;0.00;Szczegóły GPS
1261;;SCHRONISKO POD GRZYBEM;K.Bw-02.06;3.00;0.00;0.00;0.00;Szczegóły GPS
1262;;SCHRONISKO POD JARZĘBINAMI;K.Bm-02.51;1.00;0.70;0.00;0.00;Szczegóły GPS
1263;;SCHRONISKO POD JEDYNKĄ;K.Bn-12.04;3.00;0.00;0.00;0.00;Szczegóły
1264;;SCHRONISKO POD JUCHÓWKĄ;K.Bsd-02.55;2.00;0.00;0.00;0.00;Szczegóły
1265;;SCHRONISKO POD KAMIENIEM;K.Bn-11.03;5.00;0.00;0.00;0.00;Szczegóły
1266;;SCHRONISKO POD KONARAMI;K.Bn-01.02;4.00;1.00;1.00;0.00;Szczegóły
1267;;SCHRONISKO POD MASZTEM;K.Bn-08.04;6.00;2.00;2.00;0.00;Szczegóły
1268;;SCHRONISKO POD MORSKIM OKIEM;K.Bż-04.03;3.00;0.00;0.00;0.00;Szczegóły
1269;;SCHRONISKO POD PIECEM;K.Pr-02.04;4.00;0.00;0.00;0.00;Szczegóły GPS
1270;;SCHRONISKO POD PIECEM II;K.Pr-02.12;6.00;3.00;0.00;0.00;Szczegóły GPS
1271;;SCHRONISKO POD PŁYTĄ;K.Bs-02.47;5.50;0.00;0.00;0.00;Szczegóły GPS
1272;;SCHRONISKO POD PŁYTĄ W LUBONIU WIELKIM;K.Bw-01.10;2.00;0.00;0.00;0.00;Szczegóły GPS
1273;;SCHRONISKO POD PŁYTĄ W ŁOPIENIU;K.Bw-02.11;2.00;0.00;0.00;0.00;Szczegóły GPS
1274;;SCHRONISKO POD PŁYTĄ W SURMIAKÓW GRONIU;K.Bmk-02.17;2.00;0.90;0.90;0.00;Szczegóły
1275;;SCHRONISKO POD ROMANKĄ I;K.Bż-02.03;3.00;0.00;0.00;0.00;Szczegóły
1276;;SCHRONISKO POD ROMANKĄ II;K.Bż-02.04;4.00;0.00;0.00;0.00;Szczegóły
1277;;SCHRONISKO POD SKAŁĄ NA OKRĄGLICY;K.Bż-05.42;4.00;1.50;1.50;0.00;Szczegóły
1278;;SCHRONISKO POD SZCZYTEM MURONKI I;K.Bs-02.60;2.50;0.00;0.00;0.00;Szczegóły
1279;;SCHRONISKO POD SZCZYTEM MURONKI I;K.Bs-02.261;2.50;0.00;0.00;0.00;Szczegóły GPS
1280;;SCHRONISKO POD SZCZYTEM MURONKI II;K.Bs-02.262;4.00;0.00;0.00;0.00;Szczegóły GPS
1281;;SCHRONISKO POD SZCZYTEM MURONKI III;K.Bs-02.263;1.00;0.00;0.00;0.00;Szczegóły GPS
1282;;SCHRONISKO POD WANTĄ;K.G-01.25;4.00;0.00;0.00;0.00;Szczegóły
1283;;SCHRONISKO POD WIELKIM BLOKIEM;K.Bn-04.02;8.00;0.00;0.00;0.00;Szczegóły
1284;;SCHRONISKO POD WYTRZYSZCZONĄ;K.Bs-02.251;1.50;0.00;0.00;0.00;Szczegóły GPS
1285;;SCHRONISKO POD ŹRÓDŁEM MARII;K.Bsd-01.52;2.00;0.00;0.00;0.00;Szczegóły GPS
1286;;SCHRONISKO PODKUTE;K.Bs-03.217;2.00;0.00;0.00;0.00;Szczegóły GPS
1287;;SCHRONISKO PODWÓJNE;K.Bn-04.08 N;6.00;2.00;0.00;0.00;Szczegóły
1288;;SCHRONISKO POSZUKIWACZY SKARBÓW;K.Bw-02.39;3.50;1.50;1.50;0.00;Szczegóły GPS
1289;;SCHRONISKO POTRÓJNE W KOŚCIELCU;K.Bs-03.185;8.50;0.00;0.00;0.00;Szczegóły GPS
1290;;SCHRONISKO PÓŁNOCNE NA MURONCE;K.Bs-02.100;2.50;0.00;0.00;0.00;Szczegóły GPS
1291;;SCHRONISKO PRZEZIOROWE;K.Bn-07.33;5.00;0.00;0.00;0.00;Szczegóły
1292;;SCHRONISKO PRZY DZIURZE;K.Bż-05.65;2.00;1.00;1.00;0.00;Szczegóły
1293;;SCHRONISKO PTASIE;K.Gst-02.09;3.80;1.70;0.00;1.70;Szczegóły
1294;;SCHRONISKO PUKUSIA;K.Bm-02.40;3.00;1.00;1.00;0.00;Szczegóły GPS
1295;;SCHRONISKO RZEPECKIE;K.Bn-11.08;4.50;0.00;0.00;0.00;Szczegóły
1296;;SCHRONISKO SAHARA II;K.Bs-04. 19;4.00;0.00;0.00;0.00;Szczegóły GPS
1297;;SCHRONISKO SAHARA III;K.Bs-04.190;3.00;0.00;0.00;0.00;Szczegóły GPS
1298;;SCHRONISKO SAHARA IV;K.Bs-04.144;2.20;0.00;0.00;0.00;Szczegóły GPS
1299;;SCHRONISKO SALAMANDRY;K.Bn-05.30;6.00;2.00;1.00;1.00;Szczegóły
1300;;SCHRONISKO SAPERÓW;K.Bmk-04.06;3.00;0.00;0.00;0.00;Szczegóły
1301;;SCHRONISKO SEROWE;K.Bn-05.32;4.00;0.00;0.00;0.00;Szczegóły
1302;;SCHRONISKO SKRZYNIA;K.Bsd-02.44;3.00;0.00;0.00;0.00;Szczegóły
1303;;SCHRONISKO SŁYNNEGO ŁOSIA;K.Bsz-02.23;6.20;0.00;0.00;0.00;Szczegóły
1304;;SCHRONISKO STĘCZYŃSKIEGO;K.Pr-02.33;5.80;0.00;0.00;0.00;Szczegóły
1305;;SCHRONISKO STYCZNIOWE;K.Pr-01.45;10.50;4.00;4.00;0.00;Szczegóły
1306;;SCHRONISKO SYMPOZJALNE;K.Pr-02.19;2.50;1.00;1.00;0.00;Szczegóły GPS
1307;;SCHRONISKO SZEŚCIU KRÓLI;K.Bn-04.29;6.00;0.00;0.00;0.00;Szczegóły
1308;;SCHRONISKO SZPAROWE I (SCHRONISKO L-47);K.Bn-09.32;8.00;3.00;3.00;0.00;Szczegóły
1309;;SCHRONISKO SZPAROWE II (SCHRONISKO L-48);K.Bn-09.33;3.00;1.50;1.50;0.00;Szczegóły
1310;;SCHRONISKO SZPAROWE III (SCHRONISKO L-43);K.Bn-09.34;4.00;0.00;0.00;0.00;Szczegóły
1311;;SCHRONISKO SZPAROWE IV (SCHRONISKO L-45);K.Bn-09.36;4.00;0.00;0.00;0.00;Szczegóły
1312;;SCHRONISKO SZPAROWE V (SCHRONISKO L-55);K.Bn-09.55;6.00;2.00;0.00;0.00;Szczegóły
1313;;SCHRONISKO SZPAROWE VI (SCHRONISKO L-56);K.Bn-09.56;3.00;0.00;0.00;0.00;Szczegóły
1314;;SCHRONISKO ŚMIAŁE;K.Gst-02.07;4.00;0.60;0.00;0.60;Szczegóły
1315;;SCHRONISKO TRUMNA;K.Pwl-02.04;2.00;0.00;0.00;0.00;Szczegóły
1316;;SCHRONISKO TRYBUNA;K.Pd-01.26;8.00;4.00;0.00;4.00;Szczegóły
1317;;SCHRONISKO TYMOTEUSZA;K.Pr-02.16;3.00;0.00;0.00;0.00;Szczegóły GPS
1318;;SCHRONISKO W PALUCHÓWCE;K.Bż-05.17;4.50;1.00;1.00;0.00;Szczegóły
1319;;SCHRONISKO W AMBONIE;K.Bw-02.16;2.00;0.00;0.00;0.00;Szczegóły GPS
1320;;SCHRONISKO W BERDZIE I;K.Bsz-02.16;4.00;2.00;2.00;0.00;Szczegóły
1321;;SCHRONISKO W BERDZIE II;K.Bsz-02.17;6.00;1.50;1.50;0.00;Szczegóły
1322;;SCHRONISKO W BIŁEJ II;K.Bs-04. 08;4.50;0.00;0.00;0.00;Szczegóły GPS
1323;;SCHRONISKO W BIŁEJ IV;K.Bs-04.35 N;3.00;0.00;0.00;0.00;Szczegóły
1324;;SCHRONISKO W BODAKACH I (SCHRONISKO B-9);K.Bn-04.09;3.00;1.50;1.50;0.00;Szczegóły
1325;;SCHRONISKO W BODAKACH II (SCHRONISKO B-10);K.Bn-04.10;4.00;3.00;3.00;0.00;Szczegóły
1326;;SCHRONISKO W BODAKACH III (SCHRONISKO B-11);K.Bn-04.11;9.00;2.50;2.50;0.00;Szczegóły
1327;;SCHRONISKO W BODAKACH IV (SCHRONISKO B-13);K.Bn-04.13;3.00;0.00;0.00;0.00;Szczegóły
1328;;SCHRONISKO W BODAKACH NAD DROGĄ;K.Bn-04.25;2.50;0.00;0.00;0.00;Szczegóły
1329;;SCHRONISKO W BODAKACH V (SCHR. W BODAKACH III);K.Bn-04.16;4.50;2.50;0.00;2.50;Szczegóły
1330;;SCHRONISKO W BODAKACH VI (SCHR. W BODAKACH IV);K.Bn-04.17;3.00;1.70;0.00;1.70;Szczegóły
1331;;SCHRONISKO W BODAKACH VII (SCHR. W BODAKACH V);K.Bn-04.18;4.50;2.00;0.00;0.00;Szczegóły
1332;;SCHRONISKO W BUJAKOWSKIM I;K.Bm-01.20;1.50;0.00;0.00;0.00;Szczegóły GPS
1333;;SCHRONISKO W BUJAKOWSKIM II;K.Bm-01.19 X;1.00;0.00;0.00;0.00;Szczegóły GPS
1334;;SCHRONISKO W BUJAKOWSKIM III;K.Bm-01.18 X;1.00;0.00;0.00;0.00;Szczegóły GPS
1335;;SCHRONISKO W BUJAKOWSKIM IV;K.Bm-01.23;1.70;0.00;0.00;0.00;Szczegóły
1336;;SCHRONISKO W BUJAKOWSKIM V;K.Bm-01.22;1.50;0.00;0.00;0.00;Szczegóły
1337;;SCHRONISKO W BUKOWSKIM I;K.Bm-02.67;1.00;0.00;0.00;0.00;Szczegóły
1338;;SCHRONISKO W BUKOWSKIM II;K.Bm-02.66;2.00;0.00;0.00;0.00;Szczegóły
1339;;SCHRONISKO W BUKOWSKIM III;K.Bm-02.80;5.00;0.00;0.00;0.00;Szczegóły GPS
1340;;SCHRONISKO W CHASZCZACH;K.Bw-04.09;2.00;0.00;0.00;0.00;Szczegóły
1341;;SCHRONISKO W CHOCENIU I;K.Gst-01.09;3.40;1.80;1.80;0.00;Szczegóły
1342;;SCHRONISKO W CHOCENIU II;K.Gst-01.10;2.30;1.10;1.10;0.00;Szczegóły
1343;;SCHRONISKO W CHOCENIU III;K.Gst-01.11;2.00;0.80;0.00;0.80;Szczegóły
1344;;SCHRONISKO W CHRYSZCZATEJ;K.Bsz-01.02;6.00;4.00;4.00;0.00;Szczegóły
1345;;SCHRONISKO W CIENKOWIE I;K.Bs-02. 11;4.00;0.00;0.00;0.00;Szczegóły
1346;;SCHRONISKO W CIENKOWIE II;K.Bs-02. 12;4.00;0.00;0.00;0.00;Szczegóły
1347;;SCHRONISKO W CIENKOWIE III;K.Bs-02. 13;5.30;0.00;0.00;0.00;Szczegóły
1348;;SCHRONISKO W CISOWYCH WIERCHACH;K.Bsd-02.59;3.00;0.00;0.00;0.00;Szczegóły
1349;;SCHRONISKO W CZAROWNICY;K.Pc-01.28;4.00;0.00;0.00;0.00;Szczegóły
1350;;SCHRONISKO W CZERWONEJ GÓRZE II;K.Pwl-01.02;3.00;1.50;0.00;1.50;Szczegóły GPS
1351;;SCHRONISKO W CZERWONEJ SKALE;K.Bs-02.256;2.20;0.00;0.00;0.00;Szczegóły GPS
1352;;SCHRONISKO W DIABLIM KAMIENIU I;K.Bn-06.01;3.50;0.00;0.00;0.00;Szczegóły
1353;;SCHRONISKO W DIABLIM KAMIENIU III;K.Bn-06.03;3.50;0.00;0.00;0.00;Szczegóły
1354;;SCHRONISKO W DIABLIM KAMIENIU IV;K.Bn-06.05;4.00;1.00;1.00;0.00;Szczegóły
1355;;SCHRONISKO W DRAPIE;K.Bw-04.04;2.00;0.00;0.00;0.00;Szczegóły
1356;;SCHRONISKO W DUDNIARZU I;K.Pst-01.04;2.00;1.00;0.00;1.00;Szczegóły
1357;;SCHRONISKO W DUDNIARZU II;K.Pst-01.05;4.00;1.00;0.00;1.00;Szczegóły
1358;;SCHRONISKO W GRONIKU;K.Bm-02.78;1.00;0.00;0.00;0.00;Szczegóły
1359;;SCHRONISKO W GRZEBIENIU;K.Bw-02.22;3.00;0.00;0.00;0.00;Szczegóły GPS
1360;;SCHRONISKO W GRZĘDZIE I (SCHRONISKO L-6);K.Bn-09.21;5.00;0.00;0.00;0.00;Szczegóły
1361;;SCHRONISKO W GRZĘDZIE II (SCHRONISKO L-7);K.Bn-09.22;14.00;0.00;0.00;0.00;Szczegóły
1362;;SCHRONISKO W GRZYBKU;K.Pr-02.17;3.00;1.00;0.00;1.00;Szczegóły GPS
1363;;SCHRONISKO W HAŁBOWIE I;K.Bn-08.01;6.00;2.00;0.00;0.00;Szczegóły
1364;;SCHRONISKO W HAŁBOWIE II;K.Bn-08.02;4.00;0.00;0.00;0.00;Szczegóły
1365;;SCHRONISKO W HAŁBOWIE III;K.Bn-08.03;5.00;0.00;0.00;0.00;Szczegóły
1366;;SCHRONISKO W HAŁBOWIE IV;K.Bn-08.11;2.00;0.00;0.00;0.00;Szczegóły
1367;;SCHRONISKO W HAŁBOWIE V;K.Bn-08.12;1.50;0.00;0.00;0.00;Szczegóły
1368;;SCHRONISKO W HERSZCIE;K.Pd-01.04;7.00;2.00;0.00;0.00;Szczegóły
1369;;SCHRONISKO W HOLICY;K.Bsz-02.22;2.00;0.00;0.00;0.00;Szczegóły
1370;;SCHRONISKO W HROBACZEJ ŁĄCE;K.Bm-01.29;2.50;0.00;0.00;0.00;Szczegóły
1371;;SCHRONISKO W JAWORZE;K.Gst-02.04;7.50;2.80;1.00;1.80;Szczegóły
1372;;SCHRONISKO W JAWORZYNCE IV;K.Bs-02.57;5.00;0.00;0.00;0.00;Szczegóły GPS
1373;;SCHRONISKO W JAWORZYNCE V;K.Bs-02.58;4.00;1.50;1.50;0.00;Szczegóły GPS
1374;;SCHRONISKO W KALITÓWCE;K.Bn-09.81;5.00;2.70;0.00;2.70;Szczegóły
1375;;SCHRONISKO W KAMIENIOŁOMIE W STĘPINIE;K.Pst-01.14;3.00;0.00;0.00;0.00;Szczegóły
1376;;SCHRONISKO W KLIMCZOKU I;K.Bs-04.01;8.00;2.60;2.60;0.00;Szczegóły GPS
1377;;SCHRONISKO W KLIMCZOKU II;K.Bs-04.90;3.60;1.20;1.20;0.00;Szczegóły
1378;;SCHRONISKO W KORNUTACH I (ŚMIETNIK);K.Bn-05.02;3.50;0.00;0.00;0.00;Szczegóły
1379;;SCHRONISKO W KORNUTACH II;K.Bn-05.03;6.00;0.00;0.00;0.00;Szczegóły
1380;;SCHRONISKO W KORNUTACH IV;K.Bn-05.05;4.00;0.00;0.00;0.00;Szczegóły
1381;;SCHRONISKO W KORNUTACH VI;K.Bn-05.07;5.00;0.00;0.00;0.00;Szczegóły
1382;;SCHRONISKO W KORNUTACH VII;K.Bn-05.08;6.50;0.00;0.00;0.00;Szczegóły
1383;;SCHRONISKO W KORNUTACH VIII;K.Bn-05.09;7.00;0.00;0.00;0.00;Szczegóły
1384;;SCHRONISKO W KORNUTACH X;K.Bn-05.19;3.00;1.50;0.00;1.50;Szczegóły
1385;;SCHRONISKO W KORNUTACH XII;K.Bn-05.21;3.00;0.00;0.00;0.00;Szczegóły
1386;;SCHRONISKO W KORNUTACH XIII;K.Bn-05.22;4.00;2.00;0.00;0.00;Szczegóły
1387;;SCHRONISKO W KORNUTACH XIV;K.Bn-05.23;5.00;2.00;2.00;0.00;Szczegóły
1388;;SCHRONISKO W KORNUTACH XIX;K.Bn-05.28;2.50;0.00;0.00;0.00;Szczegóły
1389;;SCHRONISKO W KORNUTACH XV;K.Bn-05.24;4.00;0.00;0.00;0.00;Szczegóły
1390;;SCHRONISKO W KORNUTACH XVI;K.Bn-05.25;2.50;0.00;0.00;0.00;Szczegóły
1391;;SCHRONISKO W KORNUTACH XVII;K.Bn-05.26;6.50;1.50;0.00;1.50;Szczegóły
1392;;SCHRONISKO W KORNUTACH XVII;K.Bn-05.27;3.50;1.50;0.00;0.00;Szczegóły
1393;;SCHRONISKO W KORNUTACH XX;K.Bn-05.33;3.00;0.00;0.00;0.00;Szczegóły
1394;;SCHRONISKO W KOŚCIELCU IV;K.Bs-03.27;3.50;0.00;0.00;0.00;Szczegóły GPS
1395;;SCHRONISKO W KOŚCIELCU IX;K.Bs-03.183;3.10;0.00;0.00;0.00;Szczegóły GPS
1396;;SCHRONISKO W KOŚCIELCU V;K.Bs-03.28;5.00;0.00;0.00;0.00;Szczegóły GPS
1397;;SCHRONISKO W KOŚCIELCU VI;K.Bs-03.29;4.00;0.00;0.00;0.00;Szczegóły GPS
1398;;SCHRONISKO W KOŚCIELCU VII;K.Bs-03.171;4.00;0.00;0.00;0.00;Szczegóły GPS
1399;;SCHRONISKO W KOŚCIELCU VIII;K.Bs-03.176;5.00;0.00;0.00;0.00;Szczegóły GPS
1400;;SCHRONISKO W KOŚCIELCU X;K.Bs-03.179;3.00;0.00;0.00;0.00;Szczegóły GPS
1401;;SCHRONISKO W KOŚCIELCU XI;K.Bs-03.180;7.80;0.00;0.00;0.00;Szczegóły GPS
1402;;SCHRONISKO W LESIE SUWARKI;K.Bż-05.16;3.00;1.50;1.50;0.00;Szczegóły GPS
1403;;SCHRONISKO W LEŚNEJ TURNICZCE;K.Pd-01.21;5.00;0.00;0.00;0.00;Szczegóły
1404;;SCHRONISKO W LIPIU II;K.Pr-01.20;5.00;4.00;0.00;4.00;Szczegóły
1405;;SCHRONISKO W LUBONIU WIELKIM III;K.Bw-01.04;4.00;0.00;0.00;0.00;Szczegóły GPS
1406;;SCHRONISKO W LUBONIU WIELKIM IV;K.Bw-01.05;3.00;0.00;0.00;0.00;Szczegóły GPS
1407;;SCHRONISKO W LUBONIU WIELKIM V;K.Bw-01.06;7.00;2.50;2.50;0.00;Szczegóły GPS
1408;;SCHRONISKO W LUBONIU WIELKIM VI;K.Bw-01.07;3.00;0.00;0.00;0.00;Szczegóły GPS
1409;;SCHRONISKO W LUBONIU WIELKIM VII;K.Bw-01.12;2.00;0.00;0.00;0.00;Szczegóły GPS
1410;;SCHRONISKO W ŁYSEJ GÓRZE;K.Bw-03.02;5.00;0.00;0.00;0.00;Szczegóły
1411;;SCHRONISKO W ŁYSINIE;K.Bż-05.12;2.50;0.00;0.00;0.00;Szczegóły
1412;;SCHRONISKO W ŁYSINIE III;K.Bż-05.28;2.00;0.60;0.60;0.00;Szczegóły GPS
1413;;SCHRONISKO W MADEJU;K.Pd-01.05;12.00;2.00;0.00;0.00;Szczegóły
1414;;SCHRONISKO W MAŁYM ŻARZE;K.Bs-02.215;4.00;0.00;0.00;0.00;Szczegóły GPS
1415;;SCHRONISKO W MARKLOWICACH;K.Ps-01.01 S;4.50;1.00;1.00;0.00;Szczegóły GPS
1416;;SCHRONISKO W MIECHARSKIEJ;K.Bs-03.88;6.10;2.00;2.00;0.00;Szczegóły
1417;;SCHRONISKO W MIĘDZYBRODZIU;K.Bm-01.09 N;4.50;1.50;0.00;0.00;Szczegóły GPS
1418;;SCHRONISKO W MURONCE II;K.Bs-02.20;4.00;3.50;0.00;0.00;Szczegóły GPS
1419;;SCHRONISKO W MURONCE III;K.Bs-02. 21 N;8.00;3.50;3.50;0.00;Szczegóły
1420;;SCHRONISKO W MURONCE IV;K.Bs-02.22;3.00;0.00;0.00;0.00;Szczegóły GPS
1421;;SCHRONISKO W MURONCE IX;K.Bs-02.27 N;2.30;0.00;0.00;0.00;Szczegóły
1422;;SCHRONISKO W MURONCE V;K.Bs-02. 23 N;3.50;0.00;0.00;0.00;Szczegóły
1423;;SCHRONISKO W MURONCE VI;K.Bs-02.24;3.50;0.00;0.00;0.00;Szczegóły GPS
1424;;SCHRONISKO W MURONCE VII;K.Bs-02. 25 N;2.50;0.00;0.00;0.00;Szczegóły
1425;;SCHRONISKO W MURONCE VIII;K.Bs-02.26 N;2.00;0.00;0.00;0.00;Szczegóły GPS
1426;;SCHRONISKO W MURONCE X;K.Bs-02.28;2.00;0.00;0.00;0.00;Szczegóły GPS
1427;;SCHRONISKO W MURONCE XI;K.Bs-02.29;3.50;0.00;0.00;0.00;Szczegóły GPS
1428;;SCHRONISKO W MURONCE XII;K.Bs-02.30;2.00;0.00;0.00;0.00;Szczegóły GPS
1429;;SCHRONISKO W NASICZNEM III;K.Bsz-02.03;4.00;0.00;0.00;0.00;Szczegóły
1430;;SCHRONISKO W NIEDŹWIEDZIACH I;K.Bs-02.212;3.00;0.00;0.00;0.00;Szczegóły GPS
1431;;SCHRONISKO W NIEDŹWIEDZIACH II;K.Bs-02.213;2.00;0.00;0.00;0.00;Szczegóły GPS
1432;;SCHRONISKO W OKRĄGLICY;K.Bż-05.01;4.50;0.00;0.00;0.00;Szczegóły GPS
1433;;SCHRONISKO W OMSZAŁEJ SKALE;K.Pr-02.02;5.00;2.00;2.00;0.00;Szczegóły GPS
1434;;SCHRONISKO W OSTREJ GÓRZE I (OBIEKT OG-1);K.Bn-04.19;2.00;0.00;0.00;0.00;Szczegóły
1435;;SCHRONISKO W OSTREJ GÓRZE II (OBIEKT OG-2);K.Bn-04.20;3.50;1.50;1.50;0.00;Szczegóły
1436;;SCHRONISKO W OSTREJ GÓRZE III;K.Bn-04.22;2.20;0.00;0.00;0.00;Szczegóły
1437;;SCHRONISKO W OSTRUSZY I;K.Pc-01.09;4.00;0.00;0.00;0.00;Szczegóły
1438;;SCHRONISKO W OSTRUSZY II;K.Pc-01.10;4.00;0.00;0.00;0.00;Szczegóły
